Time,ADS1015-raw,ADS1015_v,ESP8266_ADC,ESP8266_v,,Voltage Error,,,,,,,,,,,,,,,,
2/24/2016 20:47,1211,3.63,647,3.64,,0.3%,,,,,,,,,,,,,,,,
2/24/2016 20:52,1223,3.67,647,3.64,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 20:57,1225,3.68,647,3.64,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 21:02,1222,3.67,647,3.64,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 21:07,1222,3.67,647,3.64,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 21:11,1214,3.64,646,3.63,,-0.3%,,,,,,,,,,,,,,,,
2/24/2016 21:16,1222,3.67,647,3.64,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 21:21,1221,3.66,647,3.64,,-0.5%,,,,,,,,,,,,,,,,
2/24/2016 21:26,1221,3.66,646,3.63,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 21:31,1190,3.57,646,3.63,,1.7%,,,,,,,,,,,,,,,,
2/24/2016 21:36,1223,3.67,647,3.64,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 21:41,1224,3.67,647,3.64,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 21:45,1228,3.68,646,3.63,,-1.4%,,,,,,,,,,,,,,,,
2/24/2016 21:50,1221,3.66,646,3.63,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 21:55,1220,3.66,645,3.63,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 22:00,1224,3.67,645,3.63,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 22:05,1225,3.68,645,3.63,,-1.4%,,,,,,,,,,,,,,,,
2/24/2016 22:10,1190,3.57,646,3.63,,1.7%,,,,,,,,,,,,,,,,
2/24/2016 22:15,1219,3.66,645,3.63,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 22:20,1220,3.66,645,3.63,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 22:24,1223,3.67,644,3.62,,-1.4%,,,,,,,,,,,,,,,,
2/24/2016 22:29,1210,3.63,644,3.62,,-0.3%,,,,,,,,,,,,,,,,
2/24/2016 22:34,1204,3.61,644,3.62,,0.3%,,,,,,,,,,,,,,,,
2/24/2016 22:39,1221,3.66,644,3.62,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 22:44,1207,3.62,644,3.62,,0.0%,,,,,,,,,,,,,,,,
2/24/2016 22:49,1219,3.66,644,3.62,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 22:54,1217,3.65,644,3.62,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 22:58,1220,3.66,644,3.62,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 23:03,1211,3.63,643,3.62,,-0.3%,,,,,,,,,,,,,,,,
2/24/2016 23:08,1220,3.66,644,3.62,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 23:13,1222,3.67,643,3.62,,-1.4%,,,,,,,,,,,,,,,,
2/24/2016 23:18,1218,3.65,643,3.62,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 23:23,1216,3.65,643,3.62,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 23:28,1204,3.61,643,3.62,,0.3%,,,,,,,,,,,,,,,,
2/24/2016 23:32,1215,3.64,642,3.61,,-0.8%,,,,,,,,,,,,,,,,
2/24/2016 23:37,1215,3.64,643,3.62,,-0.5%,,,,,,,,,,,,,,,,
2/24/2016 23:42,1208,3.62,637,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 23:47,1218,3.65,642,3.61,,-1.1%,,,,,,,,,,,,,,,,
2/24/2016 23:52,1220,3.66,640,3.6,,-1.6%,,,,,,,,,,,,,,,,
2/24/2016 23:57,1223,3.67,639,3.59,,-2.2%,,,,,,,,,,,,,,,,
2/25/2016 0:02,1220,3.66,639,3.59,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 0:06,1208,3.62,640,3.6,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 0:11,1214,3.64,639,3.59,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 0:16,1215,3.64,638,3.59,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 0:21,1214,3.64,638,3.59,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 0:26,1221,3.66,638,3.59,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 0:31,1206,3.62,637,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 0:36,1208,3.62,638,3.59,,-0.8%,,,,,,,,,,,,,,,,
2/25/2016 0:40,1222,3.67,638,3.59,,-2.2%,,,,,,,,,,,,,,,,
2/25/2016 0:45,1218,3.65,637,3.58,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 0:50,1205,3.62,637,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 0:55,1218,3.65,638,3.59,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 1:00,1212,3.64,637,3.58,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 1:05,1216,3.65,637,3.58,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 1:10,1200,3.6,637,3.58,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 1:15,1211,3.63,637,3.58,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 1:19,1211,3.63,637,3.58,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 1:24,1211,3.63,637,3.58,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 1:29,1217,3.65,637,3.58,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 1:34,1206,3.62,637,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 1:39,1194,3.58,637,3.58,,0.0%,,,,,,,,,,,,,,,,
2/25/2016 1:44,1201,3.6,636,3.58,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 1:49,1213,3.64,637,3.58,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 1:53,1199,3.6,637,3.58,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 1:58,1219,3.66,637,3.58,,-2.2%,,,,,,,,,,,,,,,,
2/25/2016 2:03,1216,3.65,636,3.58,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 2:08,1206,3.62,636,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 2:13,1207,3.62,636,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 2:18,1216,3.65,636,3.58,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 2:23,1215,3.64,636,3.58,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 2:27,1205,3.62,635,3.57,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 2:32,1203,3.61,636,3.58,,-0.8%,,,,,,,,,,,,,,,,
2/25/2016 2:37,1214,3.64,637,3.58,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 2:42,1215,3.64,636,3.58,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 2:47,1210,3.63,636,3.58,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 2:52,1209,3.63,637,3.58,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 2:57,1210,3.63,636,3.58,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 3:02,1209,3.63,636,3.58,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 3:06,1207,3.62,636,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 3:11,1213,3.64,636,3.58,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 3:16,1208,3.62,636,3.58,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 3:21,1208,3.62,635,3.57,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 3:26,1207,3.62,635,3.57,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 3:31,1209,3.63,635,3.57,,-1.7%,,,,,,,,,,,,,,,,
2/25/2016 3:36,1208,3.62,635,3.57,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 3:40,1195,3.59,635,3.57,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 3:45,1207,3.62,635,3.57,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 3:50,1202,3.61,634,3.57,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 3:55,1205,3.62,634,3.57,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 4:00,1202,3.61,634,3.57,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 4:05,1200,3.6,635,3.57,,-0.8%,,,,,,,,,,,,,,,,
2/25/2016 4:10,1192,3.58,635,3.57,,-0.3%,,,,,,,,,,,,,,,,
2/25/2016 4:14,1193,3.58,634,3.57,,-0.3%,,,,,,,,,,,,,,,,
2/25/2016 4:19,1203,3.61,634,3.57,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 4:24,1202,3.61,633,3.56,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 4:29,1202,3.61,634,3.57,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 4:34,1210,3.63,633,3.56,,-1.9%,,,,,,,,,,,,,,,,
2/25/2016 4:39,1198,3.59,632,3.55,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 4:44,1185,3.55,631,3.55,,0.0%,,,,,,,,,,,,,,,,
2/25/2016 4:49,1186,3.56,630,3.54,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 4:53,1198,3.59,630,3.54,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 4:58,1198,3.59,631,3.55,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 5:03,1194,3.58,628,3.53,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 5:08,1194,3.58,629,3.54,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 5:13,1192,3.58,628,3.53,,-1.4%,,,,,,,,,,,,,,,,
2/25/2016 5:18,1189,3.57,627,3.53,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 5:23,1183,3.55,625,3.52,,-0.8%,,,,,,,,,,,,,,,,
2/25/2016 5:27,1194,3.58,625,3.52,,-1.7%,,,,,,,,,,,,,,,,
2/25/2016 5:32,1170,3.51,624,3.51,,0.0%,,,,,,,,,,,,,,,,
2/25/2016 5:37,1179,3.54,624,3.51,,-0.8%,,,,,,,,,,,,,,,,
2/25/2016 5:42,1166,3.5,623,3.5,,0.0%,,,,,,,,,,,,,,,,
2/25/2016 5:47,1179,3.54,623,3.5,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 5:52,1173,3.52,620,3.49,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 5:57,1171,3.51,619,3.48,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 6:01,1168,3.5,618,3.48,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 6:06,1171,3.51,617,3.47,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 6:11,1174,3.52,616,3.46,,-1.7%,,,,,,,,,,,,,,,,
2/25/2016 6:16,1172,3.52,616,3.46,,-1.7%,,,,,,,,,,,,,,,,
2/25/2016 6:21,1161,3.48,615,3.46,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 6:26,1156,3.47,611,3.44,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 6:31,1158,3.47,611,3.44,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 6:35,1161,3.48,611,3.44,,-1.1%,,,,,,,,,,,,,,,,
2/25/2016 6:40,1153,3.46,610,3.43,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 6:45,1155,3.46,609,3.43,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 6:50,1145,3.43,606,3.41,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 6:55,1156,3.47,606,3.41,,-1.7%,,,,,,,,,,,,,,,,
2/25/2016 7:00,1142,3.43,604,3.4,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 7:05,1146,3.44,603,3.39,,-1.5%,,,,,,,,,,,,,,,,
2/25/2016 7:09,1133,3.4,601,3.38,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 7:14,1146,3.44,600,3.37,,-2.0%,,,,,,,,,,,,,,,,
2/25/2016 7:19,1146,3.44,598,3.36,,-2.3%,,,,,,,,,,,,,,,,
2/25/2016 7:24,1138,3.41,596,3.35,,-1.8%,,,,,,,,,,,,,,,,
2/25/2016 7:29,1122,3.37,594,3.34,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 7:34,1123,3.37,592,3.33,,-1.2%,,,,,,,,,,,,,,,,
2/25/2016 7:39,1108,3.32,590,3.32,,0.0%,,,,,,,,,,,,,,,,
2/25/2016 7:44,1123,3.37,586,3.3,,-2.1%,,,,,,,,,,,,,,,,
2/25/2016 7:48,1104,3.31,584,3.29,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 7:53,1100,3.3,583,3.28,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 7:58,1094,3.28,580,3.26,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 8:03,1089,3.27,577,3.25,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 8:08,1085,3.26,575,3.23,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 8:13,1080,3.24,570,3.21,,-0.9%,,,,,,,,,,,,,,,,
2/25/2016 8:18,1069,3.21,568,3.19,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 8:23,1055,3.16,562,3.16,,0.0%,,,,,,,,,,,,,,,,
2/25/2016 8:28,1062,3.19,558,3.14,,-1.6%,,,,,,,,,,,,,,,,
2/25/2016 8:32,1042,3.13,553,3.11,,-0.6%,,,,,,,,,,,,,,,,
2/25/2016 8:37,1031,3.09,548,3.08,,-0.3%,,,,,,,,,,,,,,,,
2/25/2016 8:42,1025,3.07,541,3.04,,-1.0%,,,,,,,,,,,,,,,,
2/25/2016 8:47,1013,3.04,532,2.99,,-1.6%,,,,,,,,,,,,,,,,
